budget_year,fund_type,department,branch,program,category,account_type,budget 
2016,Tax Supported,Citizen Services,Neighbourhoods,"Neighbourhoods, Strategy & Support",Transfer to Reserves,Expenses,200000.00
2016,Tax Supported,Citizen Services,Neighbourhoods,"Neighbourhoods, Strategy & Support",Utilities & Other Charges,Expenses,1150000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,External Services,Expenses,475000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,Fleet Services,Expenses,34000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,Intra-municipal Charges,Expenses,103000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,Intra-municipal Recoveries,Expenses,1348000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,"Materials, Goods, and Supplies",Expenses,595000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,Personnel,Expenses,1337000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Corporate Print and Mail Services,Utilities & Other Charges,Expenses,25000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Procurement,External Services,Expenses,40000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Procurement,Intra-municipal Charges,Expenses,22000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Procurement,Intra-municipal Recoveries,Expenses,1107000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Procurement,"Materials, Goods, and Supplies",Expenses,91000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Procurement,Personnel,Expenses,4942000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Procurement,Utilities & Other Charges,Expenses,156000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,External Services,Expenses,347000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,Fleet Services,Expenses,141000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,Intra-municipal Charges,Expenses,65000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,Intra-municipal Recoveries,Expenses,2489000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,"Materials, Goods, and Supplies",Expenses,602000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,Personnel,Expenses,8121000.00
2016,Tax Supported,Corporate Services,Corporate Procurement & Supply Services,Supply Chain Management,Utilities & Other Charges,Expenses,214000.00
2016,Tax Supported,Corporate Services,Customer Information Services,311,External Services,Expenses,111000.00
2016,Tax Supported,Corporate Services,Customer Information Services,311,Intra-municipal Charges,Expenses,431000.00
2016,Tax Supported,Corporate Services,Customer Information Services,311,Intra-municipal Recoveries,Expenses,1382000.00
2016,Tax Supported,Corporate Services,Customer Information Services,311,"Materials, Goods, and Supplies",Expenses,171000.00
2016,Tax Supported,Corporate Services,Customer Information Services,311,Personnel,Expenses,11803000.00
2016,Tax Supported,Corporate Services,Customer Information Services,311,Utilities & Other Charges,Expenses,168000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Corporate Web Office,External Services,Expenses,100000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Corporate Web Office,Intra-municipal Charges,Expenses,11000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Corporate Web Office,Intra-municipal Recoveries,Expenses,85000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Corporate Web Office,"Materials, Goods, and Supplies",Expenses,29000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Corporate Web Office,Personnel,Expenses,814000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Corporate Web Office,Utilities & Other Charges,Expenses,26000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Inside Information,External Services,Expenses,12000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Inside Information,Intra-municipal Charges,Expenses,17000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Inside Information,Intra-municipal Recoveries,Expenses,614000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Inside Information,"Materials, Goods, and Supplies",Expenses,180000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Inside Information,Personnel,Expenses,3005000.00
2016,Tax Supported,Corporate Services,Customer Information Services,Inside Information,Utilities & Other Charges,Expenses,54000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,External Services,Expenses,2482000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,Intra-municipal Recoveries,Expenses,188630000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,Intra-municipal Charges,Expenses,2528000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,"Materials, Goods, and Supplies",Expenses,39086000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,Personnel,Expenses,12577000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,Transfer to Reserves,Expenses,24815000.00
2016,Tax Supported,Corporate Services,Fleet Services,Fleet Operations,Utilities & Other Charges,Expenses,752000.00
2016,Tax Supported,Corporate Services,Fleet Services,Municipal Maintenance,External Services,Expenses,10671000.00
2016,Tax Supported,Corporate Services,Fleet Services,Municipal Maintenance,Intra-municipal Recoveries,Expenses,533000.00
2016,Tax Supported,Corporate Services,Fleet Services,Municipal Maintenance,Intra-municipal Charges,Expenses,146000.00
2016,Tax Supported,Corporate Services,Fleet Services,Municipal Maintenance,"Materials, Goods, and Supplies",Expenses,13552000.00
2016,Tax Supported,Corporate Services,Fleet Services,Municipal Maintenance,Personnel,Expenses,27246000.00
2016,Tax Supported,Corporate Services,Fleet Services,Municipal Maintenance,Utilities & Other Charges,Expenses,1192000.00
2016,Tax Supported,Corporate Services,Fleet Services,Transit Maintenance,External Services,Expenses,1915000.00
2016,Tax Supported,Corporate Services,Fleet Services,Transit Maintenance,Intra-municipal Recoveries,Expenses,324000.00
2016,Tax Supported,Corporate Services,Fleet Services,Transit Maintenance,Intra-municipal Charges,Expenses,42000.00
2016,Tax Supported,Corporate Services,Fleet Services,Transit Maintenance,"Materials, Goods, and Supplies",Expenses,23328000.00
2016,Tax Supported,Corporate Services,Fleet Services,Transit Maintenance,Personnel,Expenses,35244000.00
2016,Tax Supported,Corporate Services,Fleet Services,Transit Maintenance,Utilities & Other Charges,Expenses,4020000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Culture,External Services,Expenses,306000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Culture,Intra-municipal Charges,Expenses,12000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Culture,"Materials, Goods, and Supplies",Expenses,6000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Culture,Personnel,Expenses,605000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Culture,Utilities & Other Charges,Expenses,13000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Safety and Disability Management,External Services,Expenses,566000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Safety and Disability Management,Intra-municipal Charges,Expenses,60000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Safety and Disability Management,Intra-municipal Recoveries,Expenses,823000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Safety and Disability Management,"Materials, Goods, and Supplies",Expenses,118000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Safety and Disability Management,Personnel,Expenses,2438000.00
2016,Tax Supported,Corporate Services,Human Resources,Corporate Safety and Disability Management,Utilities & Other Charges,Expenses,53000.00
2016,Tax Supported,Corporate Services,Human Resources,Employee Service Centre,External Services,Expenses,50000.00
2016,Tax Supported,Corporate Services,Human Resources,Employee Service Centre,Intra-municipal Charges,Expenses,3000.00
2016,Tax Supported,Corporate Services,Human Resources,Employee Service Centre,Intra-municipal Recoveries,Expenses,600000.00
2016,Tax Supported,Corporate Services,Human Resources,Employee Service Centre,"Materials, Goods, and Supplies",Expenses,42000.00
2016,Tax Supported,Corporate Services,Human Resources,Employee Service Centre,Personnel,Expenses,2929000.00
2016,Tax Supported,Corporate Services,Human Resources,Employee Service Centre,Utilities & Other Charges,Expenses,38000.00
2016,Tax Supported,Corporate Services,Human Resources,Enterprise Learning,External Services,Expenses,341000.00
2016,Tax Supported,Corporate Services,Human Resources,Enterprise Learning,Intra-municipal Charges,Expenses,106000.00
2016,Tax Supported,Corporate Services,Human Resources,Enterprise Learning,Intra-municipal Recoveries,Expenses,1156000.00
2016,Tax Supported,Corporate Services,Human Resources,Enterprise Learning,"Materials, Goods, and Supplies",Expenses,31000.00
2016,Tax Supported,Corporate Services,Human Resources,Enterprise Learning,Personnel,Expenses,1801000.00
2016,Tax Supported,Corporate Services,Human Resources,Enterprise Learning,Utilities & Other Charges,Expenses,211000.00
2016,Tax Supported,Corporate Services,Human Resources,HR Consulting and Systems,External Services,Expenses,620000.00
2016,Tax Supported,Corporate Services,Human Resources,HR Consulting and Systems,Intra-municipal Charges,Expenses,84000.00
2016,Tax Supported,Corporate Services,Human Resources,HR Consulting and Systems,Intra-municipal Recoveries,Expenses,1173000.00
2016,Tax Supported,Corporate Services,Human Resources,HR Consulting and Systems,"Materials, Goods, and Supplies",Expenses,484000.00
2016,Tax Supported,Corporate Services,Human Resources,HR Consulting and Systems,Personnel,Expenses,4907000.00
2016,Tax Supported,Corporate Services,Human Resources,HR Consulting and Systems,Utilities & Other Charges,Expenses,138000.00
2016,Tax Supported,Corporate Services,Human Resources,Recruitment,External Services,Expenses,117000.00
2016,Tax Supported,Corporate Services,Human Resources,Recruitment,Intra-municipal Charges,Expenses,45000.00
2016,Tax Supported,Corporate Services,Human Resources,Recruitment,Intra-municipal Recoveries,Expenses,4280000.00
2016,Tax Supported,Corporate Services,Human Resources,Recruitment,"Materials, Goods, and Supplies",Expenses,324000.00
2016,Tax Supported,Corporate Services,Human Resources,Recruitment,Personnel,Expenses,7429000.00
2016,Tax Supported,Corporate Services,Human Resources,Recruitment,Utilities & Other Charges,Expenses,38000.00
2016,Tax Supported,Corporate Services,Information Technology,Applications,External Services,Expenses,458000.00
2016,Tax Supported,Corporate Services,Information Technology,Applications,Fleet Services,Expenses,
2016,Tax Supported,Corporate Services,Information Technology,Applications,Intra-municipal Charges,Expenses,79000.00
2016,Tax Supported,Corporate Services,Information Technology,Applications,Intra-municipal Recoveries,Expenses,16225000.00
2016,Tax Supported,Corporate Services,Information Technology,Applications,"Materials, Goods, and Supplies",Expenses,7698000.00
2016,Tax Supported,Corporate Services,Information Technology,Applications,Personnel,Expenses,21514000.00
2016,Tax Supported,Corporate Services,Information Technology,Applications,Utilities & Other Charges,Expenses,741000.00
2016,Tax Supported,Corporate Services,Information Technology,Corporate IT Services,External Services,Expenses,500000.00
2016,Tax Supported,Corporate Services,Information Technology,Corporate IT Services,Intra-municipal Charges,Expenses,42000.00
2016,Tax Supported,Corporate Services,Information Technology,Corporate IT Services,Intra-municipal Recoveries,Expenses,3890000.00
2016,Tax Supported,Corporate Services,Information Technology,Corporate IT Services,"Materials, Goods, and Supplies",Expenses,82000.00
2016,Tax Supported,Corporate Services,Information Technology,Corporate IT Services,Personnel,Expenses,9773000.00
2016,Tax Supported,Corporate Services,Information Technology,Corporate IT Services,Utilities & Other Charges,Expenses,119000.00
2016,Tax Supported,Corporate Services,Information Technology,Infrastructure,External Services,Expenses,62000.00
2016,Tax Supported,Corporate Services,Information Technology,Infrastructure,Intra-municipal Charges,Expenses,124000.00
2016,Tax Supported,Corporate Services,Information Technology,Infrastructure,Intra-municipal Recoveries,Expenses,1708000.00
